OpportunityGlobalRegionName,OpportunityCountry,AccountCode,AccountName,AccountGroup,AccountIndustry,OpportunityCode,OpportunityLineCode,OpportunityName,OpportunityStage,Confidence,ForecastCategory,OpportunityCreateDate,OpportunityCloseDate,AccountOwnerFullName,AccountOwnerEmailAdress,OpportunityOwnerFullName,OpportunityOwnerEmailAdress,ProductBusinessUnit,ServiceCategory,OrderType,ContractTermMonths,SFDC_ACV_Revenue,SFDC_ACV_Gp,SFDC_TCV_Revenue,SFDC_TCV_Gp,GM_Percent,Quarter,Month,QuarterlyBudget_ACVRevenue,QuarterlyBudget_ACVGp,QuarterlyGap_ACVGP,QuarterlyTotalPipeline_ACVGP,TP_RAGStatus,QuarterlyQualifiedPipeline_ACVGP,QP_RAGStatus,LOBPortfolioQuarterlyBudget_ACVRevenue,LOBPortfolioQuarterlyBudget_ACVGp,MonthlyBudget_ACVRevenue,MonthlyBudget_ACVGp,MonthlyClosedPlusCommit_ACVGP,ClosedCommit_RAGStatus,LOBPortfolioMonthlyBudget_ACVRevenue,LOBPortfolioMonthlyBudget_ACVGp
North America,United States,001W2H6YCE7HDQSUX9,"Douglas, State Dept of Technology",,Public Sector,006ED6861RDVS0BCV4,00kNJDBH0JQXMOR67K,Douglas - Digital Workplace Upgrade,Deal Won,1.0,Closed,2026-04-20,2026-07-25,Cynthia Turner,cynthia.turner@global.ntt,David Evans,david.evans@global.ntt,Networking,Product,New Business,,31453.6,2677.62,31453.6,2677.62,8.51,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,1960183.8,244237.44,305354.71,Green,1068556.51,85484.52
North America,United States,001T7PI9Q976U28JBL,Alpine Technologies Corp.,,Transportation & Logistics,00628M70WZ2ZYNPV4X,00kJQQ4F1U2U1VZO6K,Alpine Technologies Corp. - Security Assessment,Deal Lost,0.0,Omitted,2026-07-26,2026-08-25,Gary Stewart,gary.stewart@global.ntt,Gary Stewart,gary.stewart@global.ntt,Networking,Product,Renewal,,9549.91,-2410.38,9549.91,-2410.38,-25.24,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,001T7PI9Q976U28JBL,Alpine Technologies Corp.,,Transportation & Logistics,00628M70WZ2ZYNPV4X,00kGWTOKW3MM510VDF,Alpine Technologies Corp. - Security Assessment,Deal Lost,0.0,Omitted,2026-07-26,2026-08-25,Gary Stewart,gary.stewart@global.ntt,Gary Stewart,GARY.STEWART@GLOBAL.NTT,Security,Product,Renewal,,10132.54,2478.58,10132.54,2478.58,24.46,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,2156202.22,268661.22,531309.38,Green,78428.42,6274.27
North America,United States,001ZRMSFES3T2GQWMA,Bluepeak Data Systems Inc.,,Transportation & Logistics,006N6BWP7SU03SZ2SZ,00kCAGGY1R0DLAOB2T,Bluepeak Data Systems Inc. - Wireless Expansion,Qualification,0.25,Pipeline,2026-05-20,2026-10-03,Rebecca Bell,rebecca.bell@global.ntt,Rebecca Bell,rebecca.bell@global.ntt,Networking,SDIS,New Business,18.0,5418.25,743.24,8127.38,1114.86,13.72,FY26-Q3,2026-10,7514037.989999999,936243.68,936243.68,167785.3,Red,92389.66,Red,210411.87,52602.97,2254211.39,280873.11,13673.57,Red,63123.56,15780.89
North America,Canada,001L7TMJGL0SHT3AA8,Beacon Telecom Co.,,Media & Entertainment,0061U9HBCUJQ8CGHQY,00kAC77EOKPVN3CVZT,Beacon Telecom Co. - Cisco IE3300,Deal Won,1.0,Closed,2026-06-08,2026-08-16,Cynthia Edwards,cynthia.edwards@global.ntt,Cynthia Edwards,cynthia.edwards@global.ntt,Networking,Product,New Business,,2311.98,424.07,2311.98,424.07,18.34,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,0062XA0TLRYX1B2BXM,00kXWNC93RM5MHJU0L,Brightpath Solutions Inc. - Managed Services Renewal,Deal Lost,0.02,Omitted,2026-07-14,2026-08-26,Karen Phillips,karen.phillips@global.ntt,Karen Phillips,karen.phillips@global.ntt,Networking,SDIS,Renewal,18.0,4814.7,794.09,7222.05,1191.13,16.49,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,182966.84,45741.71,2156202.22,268661.22,531309.38,Green,60379.06,15094.76
North America,United States,001WBV9AQR6KRZC23Z,"Middlesex, Regional Transit Authority",,Public Sector,0064P7I4S7HJUTFXOF,00kGXNCGRFU2K70DQT,Middlesex - Cloud Connectivity,Deal Won,0.96,Closed,2026-06-11,2026-08-30,Amanda Collins,amanda.collins@global.ntt,Amanda Collins,amanda.collins@global.ntt,Data Center,Product,New Business,,11831.18,1639.23,11831.18,1639.23,13.86,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,1010063.0,80805.04,2156202.22,268661.22,531309.38,Green,333320.79,26665.66
North America,United States,00179O073K3OA14MQN,"Ventura, Unified School District",,Public Sector,006L6HOKKV0JBXTXQ1,00kU4DESP6UI45B5NI,Ventura - Unified Communications,Deal Won,0.94,Closed,2026-07-12,2026-09-09,Paul Martinez,paul.martinez@global.ntt,Paul Martinez,paul.martinez@global.ntt,Digital Workplace,VBR,Renewal,,495.05,228.58,495.05,228.58,46.17,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,1378.17,41.35,2417560.03,301226.22,599343.05,Green,509.92,15.3
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,00607IZCIBPFNEBROP,00k68SJ56OH4MT5FKH,Cobalt Holdings Co. - Wireless Expansion,Deal Won,1.0,Closed,2026-03-25,2026-06-04,Brian Thompson,brian.thompson@global.ntt,Kathleen Green,kathleen.green@global.ntt,Networking,Product,New Business,,5600.98,812.13,5600.98,812.13,14.5,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,2054926.04,256042.26,295351.88,Green,1120203.41,89616.27
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,00607IZCIBPFNEBROP,00k107VIXZD7S2B897,Cobalt Holdings Co. - Wireless Expansion,Deal Won,1.0,Closed,2026-03-25,2026-06-04,Brian Thompson,brian.thompson@global.ntt,Kathleen Green,kathleen.green@GLOBAL.NTT,Digital Workplace,Technical Services,New Business,,4337.81,812.54,4337.81,812.54,18.73,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,56676.14,17002.84,2054926.04,256042.26,295351.88,Green,20970.17,6291.05
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,00621WH1W43L7BMVTI,00kQPMYU0CI52YOPX1,Brightpath Solutions Inc. - Digital Workplace Upgrade,Finalist,0.0,Omitted,2026-03-04,2026-08-06,Karen Phillips,karen.phillips@global.ntt,Karen Phillips,karen.phillips@global.ntt,Security,Product,Renewal,,1162.22,353.63,1162.22,353.63,30.43,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,237661.88,19012.95,2156202.22,268661.22,531309.38,Green,78428.42,6274.27
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,00621WH1W43L7BMVTI,00kP2T84H235S107KF,Brightpath Solutions Inc. - Digital Workplace Upgrade,Finalist,0.0,Omitted,2026-03-04,2026-08-06,Karen Phillips,karen.phillips@global.ntt,Karen Phillips,karen.phillips@global.ntt,Networking,Product,Renewal,,1300.71,219.93,1300.71,219.93,16.91,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,Canada,001LC0DYNOJO53MKSY,"Halifax, Township Of",,Public Sector,006FGO2KYU9KI6LH33,00kV5Y0NUFYFGF7GH9,Halifax - Network Refresh,Deal Won,0.97,Closed,2026-06-15,2026-08-08,Cynthia Roberts,cynthia.roberts@global.ntt,Cynthia Roberts,cynthia.roberts@global.ntt,Networking,SDIS,Renewal,18.0,5885.53,1177.7,8828.3,1766.55,20.01,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,182966.84,45741.71,2156202.22,268661.22,531309.38,Green,60379.06,15094.76
North America,United States,001ZOQPJE3DLYEX0XK,Clearwater Financial Group Co.,Clearwater Transport Co Co.,Insurance,00640NXCOTBA2HEVK9,00kGLQ5T8NIAOCUADT,Clearwater Financial Group Co. - Access Control Modernization,Deal Lost,0.03,Omitted,2026-05-22,2026-07-16,Frank Scott,frank.scott@global.ntt,Timothy Green,timothy.green@global.ntt,Networking,VBR,New Business,,426.38,175.35,426.38,175.35,41.13,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,15721.42,471.64,1960183.8,244237.44,305354.71,Green,4716.43,141.49
North America,United States,001IT0APJDBPTS2QV3,Northgate Energy Partners Co.,,Healthcare,0065W169UAMWDEO6L7,00kGQ7T46IBYRMEF7F,Northgate Energy Partners Co. - SD-WAN Rollout,Deal Won,1.0,Closed,2026-08-04,2026-09-11,Kathleen Lopez,kathleen.lopez@global.ntt,Karen Phillips,karen.phillips@global.ntt,Digital Workplace,Product,New Business,,9680.82,1470.49,9680.82,1470.49,15.19,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,312238.54,24979.08,2417560.03,301226.22,599343.05,Green,115528.26,9242.26
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,006LV9BOXPXZ8VZKFD,00k7AD8FHFCFDFQNGJ,Brightpath Solutions Inc. - Network Refresh,Deal Lost,0.06,Omitted,2026-07-21,2026-08-29,Karen Phillips,karen.phillips@global.ntt,Karen Phillips,karen.phillips@global.ntt,Networking,Product,Renewal,,13789.99,2374.93,13789.99,2374.93,17.22,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,006LV9BOXPXZ8VZKFD,00kUKW64LDEHWRKHS8,Brightpath Solutions Inc. - Network Refresh,Deal Lost,0.06,Omitted,2026-07-21,2026-08-29,Karen Phillips,karen.phillips@global.ntt,Karen Phillips,karen.phillips@global.ntt,Networking,SDIS,Renewal,12.0,15194.23,2722.11,15194.23,2722.11,17.92,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,182966.84,45741.71,2156202.22,268661.22,531309.38,Green,60379.06,15094.76
North America,United States,001TR1BDOR2VF9Q89B,Brightpath Logistics Ltd.,Brightpath Logistics Ltd.,Manufacturing,0068JI1LSXF7F9JPJT,00k1MMQG5O4OYZ2YYL,Brightpath Logistics Ltd. - Cloud Connectivity,Deal Won,0.98,Closed,2026-04-28,2026-05-28,Cynthia Clark,cynthia.clark@global.ntt,Amanda Morris,amanda.morris@global.ntt,Digital Workplace,Product,New Business,,2632.4,266.45,2632.4,266.45,10.12,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,265402.76,21232.22,1832771.9,228362.06,300953.42,Green,87582.91,7006.63
North America,United States,001TR1BDOR2VF9Q89B,Brightpath Logistics Ltd.,Brightpath Logistics Ltd.,Manufacturing,0068JI1LSXF7F9JPJT,00kA9CB9YVW0V02HVL,Brightpath Logistics Ltd. - Cloud Connectivity,Deal Won,0.98,Closed,2026-04-28,2026-05-28,Cynthia Clark,cynthia.clark@global.ntt,Amanda Morris,amanda.morris@global.ntt,Networking,Product,New Business,,15420.93,2432.67,15420.93,2432.67,15.78,FY26-Q1,2026-05,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1832771.9,228362.06,300953.42,Green,999100.34,79928.03
North America,United States,001W2H6YCE7HDQSUX9,"Douglas, State Dept of Technology",,Public Sector,006BRWT6TX16VUCXGN,00kVETMZPLLHZE6JAX,Douglas - Cloud Connectivity,Deal Lost,0.08,Omitted,2026-06-18,2026-08-04,Cynthia Turner,cynthia.turner@global.ntt,Cynthia Turner,CYNTHIA.TURNER@GLOBAL.NTT,Digital Workplace,VBR,Renewal,,250.0,103.83,250.0,103.83,41.53,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,1378.17,41.35,2156202.22,268661.22,531309.38,Green,454.8,13.65
North America,United States,001V8SQDYB439KFK2H,Stonebridge Data Systems Inc.,Stonebridge Data Systems Inc.,Transportation & Logistics,0062UJSCJZ2JJKK9XN,00k5RRH27X0ZGQKO43,Stonebridge Data Systems Inc. - Managed Services Renewal,Identification,0.0,Omitted,2026-02-17,2026-06-01,Scott Carter,scott.carter@global.ntt,Scott Carter,scott.carter@global.ntt,Networking,Technical Services,Renewal,,30118.78,5061.67,30118.78,5061.67,16.81,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,646531.89,193959.57,2054926.04,256042.26,295351.88,Green,239216.8,71765.04
North America,United States,001PH52AZD03EPEU7C,Novara Utilities Group,Novara Logistics LLC,Media & Entertainment,0068SA6Y2EQQJ4GCI9,00kUUO86X5GFZYI40H,Novara Utilities Group - Firewall Upgrade,Deal Lost,0.06,Omitted,2026-04-04,2026-08-23,Michelle McDermott,michelle.mcdermott@global.ntt,Gary Stewart,gary.stewart@global.ntt,Networking,Product,Renewal,,2747.1,484.99,2747.1,484.99,17.65,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006ZAM9ML0RO2BZN50,00k3L99KY8KZTPXRZ8,Cobalt Holdings Co. - Access Control Modernization,Deal Lost,0.0,Omitted,2026-04-06,2026-09-05,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Digital Workplace,Product,New Business,,10155.24,1287.85,10155.24,1287.85,12.68,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,312238.54,24979.08,2417560.03,301226.22,599343.05,Green,115528.26,9242.26
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006WZXUJPT96033Y3C,00kHO26KD8FAL20LY7,Cobalt Holdings Co. - Network Refresh,Deal Won,0.96,Closed,2026-01-18,2026-04-01,Brian Thompson,brian.thompson@global.ntt,Kathleen Clark,kathleen.clark@global.ntt,Networking,Product,New Business,,18902.59,2965.51,18902.59,2965.51,15.69,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006Q1PRLPZA20E1SLQ,00kBJN2YLIQF63ZRXJ,Cobalt Holdings Co. - Cloud Connectivity,Deal Won,1.0,Closed,2026-06-27,2026-09-06,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Product,Renewal,,66765.23,9492.95,66765.23,9492.95,14.22,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2417560.03,301226.22,599343.05,Green,1317886.36,105430.91
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006V2CM279VBA30GEF,00kEKCP8BVFATQ6KWF,Cobalt Holdings Co. - Digital Workplace Upgrade,Deal Won,0.93,Closed,2026-08-21,2026-08-21,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Networking,Product,Expansion,,8068.35,838.57,8068.35,838.57,10.39,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,2156202.22,268661.22,531309.38,Green,1175412.16,94032.97
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006V2CM279VBA30GEF,00kSFXIXZ9G7LF6UUK,Cobalt Holdings Co. - Digital Workplace Upgrade,Deal Won,0.93,Closed,2026-08-21,2026-08-21,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@global.ntt,Digital Workplace,Product,Expansion,,3217.86,503.77,3217.86,503.77,15.66,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,312238.54,24979.08,2156202.22,268661.22,531309.38,Green,103038.72,8243.1
North America,United States,001J45LRHGJNJFQWLT,Millbrook Utilities Ltd.,,Manufacturing,006BLYLEGA9R7YM7JG,00kGJ4ZCEFZDIRGNKO,Millbrook Utilities Ltd. - Backup & DR,Deal Won,0.97,Closed,2026-01-02,2026-04-01,Scott Stewart,scott.stewart@global.ntt,Brandon Parker,brandon.parker@global.ntt,Networking,VBR,New Business,,2265.95,947.28,2265.95,947.28,41.8,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,13363.2,400.9,1666156.26,207601.83,501687.68,Green,4008.96,120.27
North America,United States,001J45LRHGJNJFQWLT,Millbrook Utilities Ltd.,,Manufacturing,006BLYLEGA9R7YM7JG,00k7NKFWUB5992E6O5,Millbrook Utilities Ltd. - Backup & DR,Deal Won,0.97,Closed,2026-01-02,2026-04-01,Scott Stewart,scott.stewart@global.ntt,Brandon Parker,brandon.parker@global.ntt,Security,Product,New Business,,20496.42,3155.56,20496.42,3155.56,15.4,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,202012.6,16161.01,1666156.26,207601.83,501687.68,Green,60603.78,4848.3
North America,United States,001J45LRHGJNJFQWLT,Millbrook Utilities Ltd.,,Manufacturing,006BLYLEGA9R7YM7JG,00kIB507SLWM7TYWN1,Millbrook Utilities Ltd. - Backup & DR,Deal Won,0.97,Closed,2026-01-02,2026-04-01,Scott Stewart,scott.stewart@global.ntt,Brandon Parker,brandon.parker@global.ntt,Data Center,Product,New Business,,7691.76,678.59,7691.76,678.59,8.82,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,858553.55,68684.28,1666156.26,207601.83,501687.68,Green,257566.06,20605.28
North America,United States,0011CG653NQAK0MRER,Millbrook Telecom Co.,,Media & Entertainment,006ANJ5EO586XFDORS,00k0Y6R9YNK8GAEY2S,Millbrook Telecom Co. - Network Refresh,Deal Won,1.0,Closed,2026-02-08,2026-04-01,Kathleen Clark,kathleen.clark@global.ntt,Christine Evans,christine.evans@global.ntt,Networking,Product,New Business,,28993.8,4563.32,28993.8,4563.32,15.74,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0011CG653NQAK0MRER,Millbrook Telecom Co.,,Media & Entertainment,006ANJ5EO586XFDORS,00kO951RM4B83CH7XN,Millbrook Telecom Co. - Network Refresh,Deal Won,1.0,Closed,2026-02-08,2026-04-01,Kathleen Clark,kathleen.clark@global.ntt,Christine Evans,christine.evans@global.ntt,Networking,Technical Services,New Business,,4015.34,1047.11,4015.34,1047.11,26.08,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,646531.89,193959.57,1666156.26,207601.83,501687.68,Green,193959.57,58187.87
North America,United States,0011CG653NQAK0MRER,Millbrook Telecom Co.,,Media & Entertainment,006ANJ5EO586XFDORS,00kVWBYZE3PPH4E9VI,Millbrook Telecom Co. - Network Refresh,Deal Won,1.0,Closed,2026-02-08,2026-04-01,Kathleen Clark,kathleen.clark@global.ntt,Christine Evans,christine.evans@global.ntt,Networking,Product,New Business,,4119.84,631.43,4119.84,631.43,15.33,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,001GPHV7TAK7S8SA51,Northgate Media Group Inc.,,Healthcare,0060XM6798X82IB9P5,00kYE81RLXYCPWV16B,Northgate Media Group Inc. - Data Center Migration,Finalist,0.7,Commit,2026-07-20,2026-09-06,Kathleen Clark,kathleen.clark@global.ntt,Christine Evans,christine.evans@global.ntt,Networking,VBR,Renewal,,336.79,162.73,336.79,162.73,48.32,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,15721.42,471.64,2417560.03,301226.22,599343.05,Green,5816.93,174.51
North America,United States,001GPHV7TAK7S8SA51,Northgate Media Group Inc.,,Healthcare,0060XM6798X82IB9P5,00k6FPWRWBT3S9QLRK,Northgate Media Group Inc. - Data Center Migration,Finalist,0.7,Commit,2026-07-20,2026-09-06,Kathleen Clark,kathleen.clark@global.ntt,Christine Evans,christine.evans@global.ntt,Digital Workplace,Product,Renewal,,5909.87,1210.44,5909.87,1210.44,20.48,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,312238.54,24979.08,2417560.03,301226.22,599343.05,Green,115528.26,9242.26
North America,United States,0015LV2PPL0VSADA44,Cobalt Holdings Co.,,Transportation & Logistics,006D9M4W9MVYF1F3EG,00kMB65J6NNS60W15Z,Cobalt Holdings Co. - Cisco IE3300,Deal Lost,0.02,Omitted,2026-04-30,2026-08-20,Brian Thompson,brian.thompson@global.ntt,Brian Thompson,brian.thompson@GLOBAL.NTT,Networking,Technical Services,New Business,,14371.16,2854.54,14371.16,2854.54,19.86,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,760625.76,228187.73,2156202.22,268661.22,531309.38,Green,251006.5,75301.95
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,0063RA5UBFHNPP57YW,00kV3B5W6Z41NTF4YV,Brightpath Solutions Inc. - Managed Services Renewal,Deal Lost,0.0,Omitted,2026-01-13,2026-04-01,Karen Phillips,karen.phillips@global.ntt,Deborah Hall,deborah.hall@global.ntt,Networking,Technical Services,New Business,,23473.67,5282.3,23473.67,5282.3,22.5,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,646531.89,193959.57,1666156.26,207601.83,501687.68,Green,193959.57,58187.87
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,0063RA5UBFHNPP57YW,00kXY9MG9NKO2HA2SZ,Brightpath Solutions Inc. - Managed Services Renewal,Deal Lost,0.0,Omitted,2026-01-13,2026-04-01,Karen Phillips,karen.phillips@global.ntt,Deborah Hall,deborah.hall@global.ntt,Networking,Product,New Business,,29224.76,2094.7,29224.76,2094.7,7.17,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,1666156.26,207601.83,501687.68,Green,908273.03,72661.84
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,0063RA5UBFHNPP57YW,00kP58IEVBY5511J61,Brightpath Solutions Inc. - Managed Services Renewal,Deal Lost,0.0,Omitted,2026-01-13,2026-04-01,Karen Phillips,karen.phillips@global.ntt,Deborah Hall,deborah.hall@global.ntt,Networking,SDIS,New Business,24.0,5819.48,848.62,11638.96,1697.24,14.58,FY26-Q1,2026-04,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,155521.82,38880.45,1666156.26,207601.83,501687.68,Green,46656.55,11664.13
North America,United States,001EVKHSOWL3C5B0MN,Brightpath Manufacturing LLC,,Insurance,006F6LAP01DKWXWM5C,00kC7RF3IREB9YVAVD,Brightpath Manufacturing LLC - Backup & DR,Deal Lost,0.07,Omitted,2026-06-06,2026-07-06,Frank Scott,frank.scott@global.ntt,Frank Scott,frank.scott@global.ntt,Networking,Product,Renewal,,16970.14,1757.36,16970.14,1757.36,10.36,FY26-Q2,2026-07,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,3561855.03,284948.4,1960183.8,244237.44,305354.71,Green,1068556.51,85484.52
North America,United States,001ZOQPJE3DLYEX0XK,Clearwater Financial Group Co.,Clearwater Transport Co Co.,Insurance,006ILWAD6GU50JFZO8,00kML3U6TGCHTXAJ3O,Clearwater Financial Group Co. - Unified Communications,Deal Won,0.99,Closed,2026-05-14,2026-06-13,Frank Scott,frank.scott@global.ntt,Linda Green,LINDA.GREEN@GLOBAL.NTT,Networking,Product,New Business,,1784.37,345.6,1784.37,345.6,19.37,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,3027576.78,242206.14,2054926.04,256042.26,295351.88,Green,1120203.41,89616.27
North America,United States,001ZOQPJE3DLYEX0XK,Clearwater Financial Group Co.,Clearwater Transport Co Co.,Insurance,006ILWAD6GU50JFZO8,00k0XG1864A4WQ337V,Clearwater Financial Group Co. - Unified Communications,Deal Won,0.99,Closed,2026-05-14,2026-06-13,Frank Scott,frank.scott@global.ntt,Linda Green,linda.green@global.ntt,Digital Workplace,Product,New Business,,7054.6,1019.03,7054.6,1019.03,14.44,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,265402.76,21232.22,2054926.04,256042.26,295351.88,Green,98199.02,7855.92
North America,United States,001C4CW7WRPWUSFX0Z,Kingsley Technologies Ltd.,Kingsley Technologies Ltd.,Transportation & Logistics,006AP1HUCGYUWIHPE5,00kXOGMMIDOSVWHFFY,Kingsley Technologies Ltd. - Firewall Upgrade,Identification,0.0,Omitted,2026-06-19,2026-09-03,Rebecca Bell,rebecca.bell@global.ntt,Rebecca Bell,rebecca.bell@global.ntt,Digital Workplace,Product,Renewal,,2543.7,444.79,2543.7,444.79,17.49,FY26-Q2,2026-09,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,312238.54,24979.08,2417560.03,301226.22,599343.05,Green,115528.26,9242.26
North America,United States,0014ZK03LE6FVIE1FY,Brightpath Solutions Inc.,,Insurance,006WMK2PU3IIBCWSKH,00kYIQLLOHML3JD566,Brightpath Solutions Inc. - Endpoint Protection,Deal Lost,0.0,Omitted,2026-06-08,2026-08-27,Karen Phillips,karen.phillips@global.ntt,Linda Young,linda.young@global.ntt,Networking,SDIS,Renewal,36.0,9464.74,872.91,28394.22,2618.73,9.22,FY26-Q2,2026-08,6533946.069999999,814124.93,-565926.61,267746.31,Green,146056.66,Green,182966.84,45741.71,2156202.22,268661.22,531309.38,Green,60379.06,15094.76
North America,United States,0016PUDOX37MO5YJYF,Silverline Networks Group,Silverline Networks Group,Financial Services,006Q29SB9HIZLDYJ5F,00k7EVZC5IOT59IOVO,Silverline Networks Group - SD-WAN Rollout,Deal Lost,0.0,Omitted,2026-03-30,2026-06-05,Steven Cook,steven.cook@global.ntt,Steven Cook,steven.cook@global.ntt,Data Center,Consulting Services,Renewal,,9736.98,1905.51,9736.98,1905.51,19.57,FY26-Q1,2026-06,5553854.18,692006.1900000001,-340122.65,369766.22,Green,146957.21,Green,5476.17,1642.85,2054926.04,256042.26,295351.88,Green,2026.18,607.85
